Sentence_ID,Token,Type of Named Entity
380,Cek,""""""
380,Kirimannya,""""""
380,Sudah,""""""
380,Berada,""""""
380,Di,""""""
380,Kota,""""""
380,Tujuan,""""""
380,Dan,""""""
380,Sudah,""""""
380,Disiapkan,""""""
380,Untuk,""""""
380,Pengantaran,""""""
380,Ke,""""""
380,Alamat,""""""
380,Penerima,""""""
380,.,""""""
380,Waktu,""""""
380,Pengiriman,""""""
380,3,""""""
380,Hari,""""""
380,Atau,""""""
380,Hingga,""""""
380,Tanggal,""""""
380,18,""""""
380,Mei,""""""
380,2026,""""""
380,.,""""""
380,Ditunggu,""""""
380,Dahulu,""""""
380,Dan,""""""
380,Kakak,""""""
380,Bisa,""""""
380,Cek,""""""
380,Di,""""""
381,Hi,""""""
381,Kak,""""""
381,Theotherselul,""""""
381,Maaf,""""""
381,Ya,""""""
381,Terkait,""""""
381,Kendala,""""""
381,Yg,""""""
381,Kamu,""""""
381,Alami,""""""
381,.,""""""
381,Agar,""""""
381,Bisa,""""""
381,Aku,""""""
381,Bantu,""""""
381,Pengecekan,""""""
381,Kendala,""""""
381,Kamu,""""""
381,",",""""""
381,Mohon,""""""
381,Menghubungi,""""""
381,Aku,""""""
381,Melalui,""""""
381,Dm,""""""
381,Twitter,""""""
381,Dengan,""""""
381,Mengirimkan,""""""
381,Detail,""""""
381,Kendala,""""""
381,Kakak,""""""
381,.,""""""
381,Aku,""""""
381,Tunggu,""""""
381,^,""""""
381,Yg,""""""
382,Hi,""""""
382,Kak,""""""
382,",",""""""
382,Mohon,""""""
382,Maaf,""""""
382,Bisa,""""""
382,Infokan,""""""
382,Nomor,""""""
382,Resinya,""""""
382,Via,""""""
382,Dm,""""""
382,Agar,""""""
382,Kami,""""""
382,Cek,""""""
382,Ya,""""""
382,.,""""""
382,Thanks,""""""
382,^,""""""
382,Clava,""""""
383,Hai,""""""
383,Kak,""""""
383,",",""""""
383,Mohon,""""""
383,Maaf,""""""
383,Atas,""""""
383,Ketidaknyamanannya,""""""
383,",",""""""
383,Mengenai,""""""
383,Kebocoran,""""""
383,Data,""""""
383,Di,""""""
383,Jne,""""""
383,",",""""""
383,Management,""""""
383,Jne,""""""
383,Masih,""""""
383,Melakukan,""""""
383,Review,""""""
383,Dan,""""""
383,Koordinasi,""""""
383,Dengan,""""""
383,Pihak,""""""
383,Terkait,""""""
383,Untuk,""""""
383,Kebenaran,""""""
383,Informasinya,""""""
383,.,""""""
383,Jne,""""""
383,Senantiasi,""""""
383,Menjaga,""""""
383,Dengan,""""""
383,Baik,""""""
383,Data,""""""
383,-,""""""
383,Data,""""""
383,Pelanggan,""""""
383,.,""""""
383,Untuk,""""""
383,Informasi,""""""
383,Perihal,""""""
383,Paket,""""""
383,Sudah,""""""
383,Kami,""""""
384,Toko,""""""
384,Ghaib,""""""
384,Full,""""""
384,Ai,""""""
384,Nyusahin,""""""
384,🤬,""""""
384,20,""""""
384,Ojol,""""""
384,Bolak,""""""
384,Balik,""""""
384,Nyari,""""""
384,Alamat,""""""
384,Padahal,""""""
384,Tokonya,""""""
384,Gak,""""""
384,Ada,""""""
384,Disitu,""""""
384,.,""""""
384,Kirain,""""""
384,Human,""""""
384,Error,""""""
384,Taunya,""""""
384,Emang,""""""
384,Blangsak,""""""
384,Aja,""""""
384,.,""""""
384,Nyusahin,""""""
384,Ojol,""""""
384,&,""""""
384,Amp,""""""
384,;,""""""
384,Pembeli,""""""
384,Doang,""""""
384,.,""""""
384,Tolong,""""""
384,Ditindak,""""""
384,Lanjuti,""""""
384,Ya,""""""
385,Hai,""""""
385,Kak,""""""
385,Hidsan,""""""
385,",",""""""
385,Maaf,""""""
385,Atas,""""""
385,Ketidaknyamanannya,""""""
385,Ya,""""""
385,Kak,""""""
385,.,""""""
385,Mengenai,""""""
385,Kebocoran,""""""
385,Data,""""""
385,Di,""""""
385,Jne,""""""
385,",",""""""
385,Management,""""""
385,Jne,""""""
385,Masih,""""""
385,Melakukan,""""""
385,Review,""""""
385,Dan,""""""
385,Koordinasi,""""""
385,Dengan,""""""
385,Pihak,""""""
385,Terkait,""""""
385,Untuk,""""""
385,Kebenaran,""""""
385,Informasinya,""""""
385,.,""""""
385,Jne,""""""
385,Senantiasi,""""""
385,Menjaga,""""""
385,Dengan,""""""
385,Baik,""""""
385,Data,""""""
385,-,""""""
385,Data,""""""
385,Pelanggan,""""""
385,.,""""""
385,Jika,""""""
385,Kakak,""""""
385,Sdg,""""""
385,Tunggu,""""""
385,Paket,""""""
385,",",""""""
385,Mohon,""""""
386,Oke,""""""
386,Kak,""""""
386,",",""""""
386,Kami,""""""
386,Cek,""""""
386,Dmnya,""""""
386,Ya,""""""
386,Kak,""""""
386,:,""""""
386,),""""""
386,Thanks,""""""
386,^,""""""
386,Rosi,""""""
387,Hai,""""""
387,Kak,""""""
387,.,""""""
387,Mohon,""""""
387,Maaf,""""""
387,Sudah,""""""
387,Membuat,""""""
387,Kakak,""""""
387,Tidak,""""""
387,Nyaman,""""""
387,",",""""""
387,Informasi,""""""
387,Paketnya,""""""
387,Akan,""""""
387,Kami,""""""
387,Sampaikan,""""""
387,Via,""""""
387,Dm,""""""
387,.,""""""
387,Ditunggu,""""""
387,Ya,""""""
387,Kak,""""""
387,:,""""""
387,),""""""
387,Thanks,""""""
387,^,""""""
387,Rosi,""""""
388,Ke,""""""
388,Samsat,""""""
388,Ae,""""""
388,Wes,""""""
388,",",""""""
388,Yg,""""""
388,Keliling,""""""
388,",",""""""
388,Nggak,""""""
388,Antri,""""""
389,Coba,""""""
389,Nggak,""""""
389,Pake,""""""
389,Opsi,""""""
389,Paylater,""""""
390,Tokopedia,""""""
390,Plus,""""""
390,Yang,""""""
390,Diskon,""""""
390,5rb,""""""
390,Per,""""""
390,Hari,""""""
390,Kok,""""""
390,Hilang,""""""
390,?,""""""
390,?,""""""
390,?,""""""
390,Hub,""""""
390,Tanya,""""""
390,Juga,""""""
390,Gak,""""""
390,Nyambung,""""""
391,Hai,""""""
391,Kak,""""""
391,.,""""""
391,Mohon,""""""
391,Maaf,""""""
391,Atas,""""""
391,Ketidaknyamanannya,""""""
391,.,""""""
391,Perihal,""""""
391,Tsb,""""""
391,Untuk,""""""
391,Info,""""""
391,Detailnya,""""""
391,Sudah,""""""
391,Disampaikan,""""""
391,Via,""""""
391,Dm,""""""
391,Ya,""""""
391,.,""""""
391,Thanks,""""""
391,^,""""""
391,Mika,""""""
392,Hai,""""""
392,Kak,""""""
392,Nuru,""""""
392,",",""""""
392,Mohon,""""""
392,Maaf,""""""
392,Atas,""""""
392,Kejadian,""""""
392,Yg,""""""
392,Kakak,""""""
392,Alami,""""""
392,Dan,""""""
392,Kami,""""""
392,Tdk,""""""
392,Menginginkan,""""""
392,Hal,""""""
392,Tsb,""""""
392,Terjadi,""""""
392,.,""""""
392,Info,""""""
392,Lebih,""""""
392,Lanjutnya,""""""
392,Sudah,""""""
392,Kami,""""""
392,Sampaikan,""""""
392,Melalui,""""""
392,Dm,""""""
392,Ya,""""""
392,.,""""""
392,Thanks,""""""
392,Fia,""""""
393,Halo,""""""
393,Bapak,""""""
393,/,""""""
393,Ibu,""""""
393,.,""""""
393,Kami,""""""
393,Informasikan,""""""
393,Bahwa,""""""
393,Akun,""""""
393,Ini,""""""
393,Bukan,""""""
393,Akun,""""""
393,Resmi,""""""
393,Bank,""""""
393,Mandiri,""""""
393,.,""""""
393,Akun,""""""
393,Resmi,""""""
393,Bercentang,""""""
393,Emas,""""""
393,Di,""""""
393,Samping,""""""
393,Nama,""""""
393,",",""""""
393,Bukan,""""""
393,Di,""""""
393,Foto,""""""
393,Profil,""""""
393,.,""""""
393,Utk,""""""
393,Keamanan,""""""
393,",",""""""
393,Jgn,""""""
393,Memberikan,""""""
393,Pin,""""""
393,",",""""""
393,Cvv,""""""
393,",",""""""
393,Password,""""""
393,Atau,""""""
393,Otp,""""""
393,Termasuk,""""""
393,Ke,""""""
393,Petugas,""""""
393,Bank,""""""
394,Halo,""""""
394,Sahabat,""""""
394,Skqozwls,""""""
394,",",""""""
394,Untuk,""""""
394,Perihal,""""""
394,Tersebut,""""""
394,Sudah,""""""
394,Kami,""""""
394,Informasikan,""""""
394,Melalui,""""""
394,Dm,""""""
394,Ya,""""""
394,.,""""""
394,Mohon,""""""
394,Kesediaannya,""""""
394,Untuk,""""""
394,Melakukan,""""""
394,Pengecekan,""""""
394,Lebih,""""""
394,Lanjut,""""""
394,Ya,""""""
394,.,""""""
394,Sebagai,""""""
394,Informasi,""""""
394,",",""""""
394,Sahabat,""""""
394,Dapat,""""""
394,Memanfaatkan,""""""
394,Layanan,""""""
394,Livin,""""""
394,',""""""
394,Call,""""""
394,By,""""""
394,Mandiri,""""""
394,Bebas,""""""
394,Pulsa,""""""
394,Melalui,""""""
394,Aplikasi,""""""
394,Livin,""""""
394,’,""""""
394,By,""""""
395,Serem,""""""
395,Banget,""""""
395,Dah,""""""
395,Belanja,""""""
395,Di,""""""
395,Ada,""""""
395,Orang,""""""
395,Ngechat,""""""
395,Via,""""""
395,Wa,""""""
395,:,""""""
395,Tahu,""""""
395,Nomor,""""""
395,Resi,""""""
395,",",""""""
395,Nama,""""""
395,Lengkap,""""""
395,",",""""""
395,Alamat,""""""
395,Lengkap,""""""
395,",",""""""
395,Minta,""""""
395,Cancel,""""""
395,Ordernya,""""""
395,.,""""""
395,Ini,""""""
395,Breachnya,""""""
395,Di,""""""
395,Kurir,""""""
395,Atau,""""""
395,Tokped,""""""
395,?,""""""
396,Baik,""""""
396,Kak,""""""
396,Naa,""""""
396,",",""""""
396,Mohon,""""""
396,Maaf,""""""
396,Atas,""""""
396,Paketnya,""""""
396,Yg,""""""
396,Masih,""""""
396,Belum,""""""
396,Sampai,""""""
396,.,""""""
396,Dm,""""""
396,Dr,""""""
396,Kakak,""""""
396,Sedang,""""""
396,Kami,""""""
396,Cek,""""""
396,",",""""""
396,Mohon,""""""
396,Ditunggu,""""""
396,Responnya,""""""
396,.,""""""
396,Thx,""""""
396,Rio,""""""
396,🙏,""""""
397,Mohon,""""""
397,Infokan,""""""
397,Via,""""""
397,Dm,""""""
397,Untuk,""""""
397,Detailnya,""""""
397,Dan,""""""
397,Nomor,""""""
397,Resi,""""""
397,Yg,""""""
397,Sdg,""""""
397,Berjalan,""""""
397,Agar,""""""
397,Dicek,""""""
397,Lebih,""""""
397,Lanjut,""""""
397,.,""""""
397,Thanks,""""""
397,Aily,""""""
398,Hai,""""""
398,Kak,""""""
398,Bayu,""""""
398,",",""""""
398,Mohon,""""""
398,Maaf,""""""
398,Sebelumnya,""""""
398,.,""""""
398,Perihal,""""""
398,Info,""""""
398,Tsb,""""""
398,Sdh,""""""
398,Disampaikan,""""""
398,Langsung,""""""
398,Ke,""""""
398,Akun,""""""
398,Yg,""""""
398,Bersangkutan,""""""
398,.,""""""
398,Jika,""""""
398,Kakak,""""""
398,Mengalami,""""""
398,Hal,""""""
398,Yg,""""""
398,Sama,""""""
398,",",""""""
398,Mohon,""""""
398,Infokan,""""""
398,Detailnya,""""""
398,Via,""""""
398,Dm,""""""
398,Ya,""""""
398,.,""""""
398,Thanks,""""""
398,Aily,""""""
399,Sama,""""""
399,-,""""""
399,Sama,""""""
399,Sahabat,""""""
399,.,""""""
399,Semoga,""""""
399,Berkenan,""""""
399,Dengan,""""""
399,Informasi,""""""
399,Yang,""""""
399,Diberikan,""""""
399,.,""""""
399,Sebagai,""""""
399,Informasi,""""""
399,",",""""""
399,Sahabat,""""""
399,Dapat,""""""
399,Memanfaatkan,""""""
399,Layanan,""""""
399,Livin,""""""
399,',""""""
399,Call,""""""
399,By,""""""
399,Mandiri,""""""
399,Bebas,""""""
399,Pulsa,""""""
399,Melalui,""""""
399,Aplikasi,""""""
399,Livin,""""""
399,’,""""""
399,By,""""""
399,Mandiri,""""""
399,Untuk,""""""
399,Kemudahan,""""""
399,Dalam,""""""
399,Mengakses,""""""
399,Layanan,""""""
399,Kami,""""""
399,.,""""""
399,Tks,""""""
399,~,""""""
399,Jordan,""""""
400,Halo,""""""
400,Sahabat,""""""
400,Hafidakhsani,""""""
400,",",""""""
400,Agar,""""""
400,Dapat,""""""
400,Dilakukan,""""""
400,Pengecekan,""""""
400,Status,""""""
400,Transaksi,""""""
400,",",""""""
400,Dimohon,""""""
400,Kesediaannya,""""""
400,Untuk,""""""
400,Menghubungi,""""""
400,Layanan,""""""
400,Livin,""""""
400,',""""""
400,Call,""""""
400,By,""""""
400,Mandiri,""""""
400,Bebas,""""""
400,Pulsa,""""""
400,Melalui,""""""
400,Aplikasi,""""""
400,Livin,""""""
400,’,""""""
400,By,""""""
400,Mandiri,""""""
400,.,""""""
400,Sahabat,""""""
400,Dapat,""""""
400,Menghubungi,""""""
400,Layanan,""""""
400,Livin,""""""
400,',""""""
400,Call,""""""
400,By,""""""
400,Mandiri,""""""
400,Bebas,""""""
401,Halo,""""""
401,Ka,""""""
401,",",""""""
401,Mohon,""""""
401,Maaf,""""""
401,Untuk,""""""
401,Ketidaknyamanannya,""""""
401,.,""""""
401,Laporan,""""""
401,Sudah,""""""
401,Diterima,""""""
401,Dan,""""""
401,Akan,""""""
401,Dibantu,""""""
401,Follow,""""""
401,Up,""""""
401,Agar,""""""
401,Dapat,""""""
401,Ditindak,""""""
401,Lanjuti,""""""
401,.,""""""
401,Mohon,""""""
401,Kesediaannya,""""""
401,Untuk,""""""
401,Menunggu,""""""
401,",",""""""
401,Terima,""""""
401,Kasih,""""""
401,🙏,""""""
402,Isi,""""""
402,Flazz,""""""
402,Bca,""""""
402,Di,""""""
402,Tokped,""""""
402,Kok,""""""
402,Pending,""""""
402,Lama,""""""
402,Bgt,""""""
402,Pdhl,""""""
402,Transaksi,""""""
402,Berhasil,""""""
402,😩,""""""
403,Kakak,""""""
403,",",""""""
403,Terkait,""""""
403,Perihal,""""""
403,Tersebut,""""""
403,Dapat,""""""
403,Konfirmasi,""""""
403,Kepada,""""""
403,Tempat,""""""
403,Pembelian,""""""
403,Atau,""""""
403,Pihak,""""""
403,Yang,""""""
403,Menyediakan,""""""
403,Jasa,""""""
403,Pembeliannya,""""""
403,Ya,""""""
403,.,""""""
403,Untuk,""""""
403,Selanjutkan,""""""
403,Admin,""""""
403,Sarankan,""""""
403,Agar,""""""
403,Lebih,""""""
403,Berhati,""""""
403,-,""""""
403,Hati,""""""
403,Dalam,""""""
403,Melakukan,""""""
403,Transaksi,""""""
403,.,""""""
403,Agar,""""""
403,Semua,""""""
403,Makin,""""""
403,Mudah,""""""
403,",",""""""
403,Ayo,""""""
403,Download,""""""
403,Aplikasi,""""""
403,New,""""""
403,Pln,""""""
404,Hai,""""""
404,Kak,""""""
404,",",""""""
404,Admin,""""""
404,Siap,""""""
404,Melayani,""""""
404,Sepenuh,""""""
404,Hati,""""""
404,.,""""""
404,Terkait,""""""
404,Perihal,""""""
404,Tersebut,""""""
404,Kakak,""""""
404,Dapat,""""""
404,Menghubungi,""""""
404,Pihak,""""""
404,Tempat,""""""
404,Pembeliannya,""""""
404,Ya,""""""
404,.,""""""
404,Agar,""""""
404,Semua,""""""
404,Makin,""""""
404,Mudah,""""""
404,",",""""""
404,Ayo,""""""
404,Download,""""""
404,Aplikasi,""""""
404,New,""""""
404,Pln,""""""
404,Mobile,""""""
404,.,""""""
404,Sehat,""""""
404,Selalu,""""""
404,.,""""""
404,Thanks,""""""
404,-,""""""
404,Novi,""""""
405,Untuk,""""""
405,Informasinya,""""""
405,Sudah,""""""
405,Kami,""""""
405,Sampaikan,""""""
405,Via,""""""
405,Dm,""""""
405,Kak,""""""
405,",",""""""
405,Mohon,""""""
405,Dicek,""""""
405,Ya,""""""
405,:,""""""
405,),""""""
405,Thanks,""""""
405,^,""""""
405,Clava,""""""
406,Hai,""""""
406,Kak,""""""
406,Aliefatin,""""""
406,",",""""""
406,Mohon,""""""
406,Maaf,""""""
406,Perihal,""""""
406,Tsb,""""""
406,Dapat,""""""
406,Diinfokan,""""""
406,Nomor,""""""
406,Resinya,""""""
406,Via,""""""
406,Dm,""""""
406,Agar,""""""
406,Dapat,""""""
406,Kami,""""""
406,Cek,""""""
406,Lebih,""""""
406,Lanjut,""""""
406,?,""""""
406,Thanks,""""""
406,^,""""""
406,Cece,""""""
407,Untuk,""""""
407,Dmnya,""""""
407,Memang,""""""
407,Sudah,""""""
407,Rekan,""""""
407,Aan,""""""
407,Respon,""""""
407,",",""""""
407,Mohon,""""""
407,Dicek,""""""
407,Ya,""""""
407,Kak,""""""
407,.,""""""
407,Trims,""""""
407,^,""""""
407,Atta,""""""
408,Hai,""""""
408,Kak,""""""
408,.,""""""
408,Mika,""""""
408,Cek,""""""
408,Untuk,""""""
408,Dm,""""""
408,Nya,""""""
408,Sudah,""""""
408,Direspon,""""""
408,Rekan,""""""
408,Aan,""""""
408,Kak,""""""
408,.,""""""
408,Mohon,""""""
408,Dapat,""""""
408,Di,""""""
408,Cek,""""""
408,Kembali,""""""
408,Ya,""""""
408,.,""""""
408,Thanks,""""""
408,^,""""""
408,Mika,""""""
409,Ga,""""""
409,Jelas,""""""
409,Bgt,""""""
409,Dongo,""""""
409,",",""""""
409,3,""""""
409,Hari,""""""
409,Jawabannya,""""""
409,Cuma,""""""
409,Investigasi,""""""
409,.,""""""
409,Dikira,""""""
409,Org,""""""
409,Ga,""""""
409,Butuh,""""""
409,Duit,""""""
409,Kali,""""""
409,Ya,""""""
409,?,""""""
410,Halo,""""""
410,Sahabat,""""""
410,Fikri_kautsar,""""""
410,",",""""""
410,Mohon,""""""
410,Maaf,""""""
410,Atas,""""""
410,Ketidaknyamanannya,""""""
410,.,""""""
410,Kami,""""""
410,Informasikan,""""""
410,Penyesuaian,""""""
410,Biaya,""""""
410,Ini,""""""
410,Merupakan,""""""
410,Bagian,""""""
410,Dari,""""""
410,Komitmen,""""""
410,Bank,""""""
410,Mandiri,""""""
410,Untuk,""""""
410,Terus,""""""
410,Meningkatkan,""""""
410,Kualitas,""""""
410,Layanan,""""""
410,Digital,""""""
410,Yang,""""""
410,Andal,""""""
410,",",""""""
410,Cepat,""""""
410,",",""""""
410,Dan,""""""
410,Nyaman,""""""
410,.,""""""
410,Langkah,""""""
410,Ini,""""""
410,Juga,""""""
410,Bertujuan,""""""
411,Siap,""""""
411,Kaka,""""""
411,.,""""""
411,Lanjut,""""""
411,Di,""""""
411,Dm,""""""
411,Ya,""""""
411,.,""""""
411,Terima,""""""
411,Kasih,""""""
411,-,""""""
411,Hafiza,""""""
412,Hai,""""""
412,Teman,""""""
412,Smartfren,""""""
412,Maaf,""""""
412,Atas,""""""
412,Kendalanya,""""""
412,Ya,""""""
412,Kaka,""""""
412,",",""""""
412,Agar,""""""
412,Kendalanya,""""""
412,Bisa,""""""
412,Dibnatu,""""""
412,Cek,""""""
412,Kaka,""""""
412,Bisa,""""""
412,Infokan,""""""
412,Nomornya,""""""
412,Ke,""""""
412,Dm,""""""
412,Yuk,""""""
412,.,""""""
412,Terima,""""""
412,Kasih,""""""
412,-,""""""
412,Hafiza,""""""
413,Up,""""""
413,!,""""""
413,Aku,""""""
413,Baru,""""""
413,Aja,""""""
413,Kena,""""""
413,Tipu,""""""
413,Hal,""""""
413,Seperti,""""""
413,Ini,""""""
413,Yng,""""""
413,Ternyata,""""""
413,Bulan,""""""
413,Lalu,""""""
413,Udh,""""""
413,Banyak,""""""
413,Korban,""""""
413,.,""""""
413,Tp,""""""
413,Aku,""""""
413,Tahu,""""""
413,&,""""""
413,Amp,""""""
413,;,""""""
413,Ada,""""""
413,Notifikasi,""""""
413,Seakan,""""""
413,Aku,""""""
413,Melakukan,""""""
413,Pembayaran,""""""
413,Ke,""""""
413,Tokped,""""""
413,Pakai,""""""
413,Gopaylater,""""""
413,",",""""""
413,Awal,""""""
413,Mulanya,""""""
413,Dia,""""""
413,Ada,""""""
413,Pembelian,""""""
413,Token,""""""
413,Listrik,""""""
413,Nominal,""""""
413,Yang,""""""
413,Sama,""""""
413,Sampai,""""""
413,3x,""""""
414,Kak,""""""
414,Aku,""""""
414,Baru,""""""
414,Aja,""""""
414,Kena,""""""
414,Tipu,""""""
414,Ini,""""""
414,",",""""""
414,Gada,""""""
414,Permintaan,""""""
414,Kode,""""""
414,Otp,""""""
414,Apapun,""""""
414,Dia,""""""
414,Lgsg,""""""
414,Beli,""""""
414,Token,""""""
414,Listrik,""""""
414,Seharga,""""""
414,1,""""""
414,Jt,""""""
414,Lewat,""""""
414,Tokped,""""""
415,Hai,""""""
415,Kak,""""""
415,Lidiums,""""""
415,",",""""""
415,Maaf,""""""
415,Ya,""""""
415,Udah,""""""
415,Bikin,""""""
415,Kakak,""""""
415,Tidak,""""""
415,Puas,""""""
415,Dalam,""""""
415,Menggunakan,""""""
415,Aplikasi,""""""
415,Shopee,""""""
415,.,""""""
415,Agar,""""""
415,Aku,""""""
415,Bisa,""""""
415,Bantu,""""""
415,Memaksimalkan,""""""
415,Penggunaan,""""""
415,Shopee,""""""
415,Yuk,""""""
415,Infoin,""""""
415,Kendala,""""""
415,Kakak,""""""
415,Melalui,""""""
415,Dm,""""""
415,Ke,""""""
415,Twitter,""""""
415,Social,""""""
415,Media,""""""
415,Di,""""""
415,/,""""""
415,.,""""""
415,Terima,""""""
415,Kasih,""""""
415,^,""""""
415,Ag,""""""
416,Hai,""""""
416,Kak,""""""
416,",",""""""
416,Mohon,""""""
416,Maaf,""""""
416,Atas,""""""
416,Ketidaknyamanannya,""""""
416,.,""""""
416,Untuk,""""""
416,Informasinya,""""""
416,Kami,""""""
416,Sudah,""""""
416,Sampaikan,""""""
416,Via,""""""
416,Dm,""""""
416,Ya,""""""
416,.,""""""
416,Tks,""""""
416,Deni,""""""
417,Halo,""""""
417,Kak,""""""
417,",",""""""
417,Maaf,""""""
417,Jika,""""""
417,Kirimannya,""""""
417,Masih,""""""
417,Belum,""""""
417,Diterima,""""""
417,Maka,""""""
417,Akan,""""""
417,Kami,""""""
417,Sampaikan,""""""
417,Ke,""""""
417,Tim,""""""
417,Kami,""""""
417,Agar,""""""
417,Segera,""""""
417,Diproses,""""""
417,.,""""""
417,Mohon,""""""
417,Info,""""""
417,Nomor,""""""
417,Resinya,""""""
417,Via,""""""
417,Dm,""""""
417,Ya,""""""
417,.,""""""
417,Thx,""""""
417,^,""""""
417,Irwan,""""""
418,Hai,""""""
418,Kak,""""""
418,Nafa,""""""
418,",",""""""
418,Mohon,""""""
418,Maaf,""""""
418,Atas,""""""
418,Kejadian,""""""
418,Yg,""""""
418,Dialami,""""""
418,.,""""""
418,Perihal,""""""
418,Tsb,""""""
418,Sdh,""""""
418,Disampaikan,""""""
418,Via,""""""
418,Dm,""""""
418,Ya,""""""
418,.,""""""
418,Thanks,""""""
418,Aily,""""""
419,Percobaan,""""""
419,Penipuan,""""""
419,Nih,""""""
419,.,""""""
419,Foto,""""""
419,Terakhir,""""""
419,Dikasih,""""""
419,Link,""""""
419,Aneh,""""""
419,.,""""""
419,Tapi,""""""
419,Kok,""""""
419,Bisa,""""""
419,Tau,""""""
419,Nomor,""""""
419,Resi,""""""
419,",",""""""
419,Apakah,""""""
419,Pelakunya,""""""
419,Ordal,""""""
419,?,""""""
419,Mohon,""""""
419,Ditindak,""""""
419,Lanjuti,""""""
420,Tuh,""""""
420,Potongan,""""""
420,Toped,""""""
420,Tiktokshop,""""""
420,20,""""""
420,%,""""""
420,+,""""""
420,Rp1,""""""
420,.,""""""
420,250,""""""
421,Jadi,""""""
421,Konsep,""""""
421,‘,""""""
421,Mitra,""""""
421,’,""""""
421,Itu,""""""
421,Apa,""""""
421,Sih,""""""
421,Sebenarnya,""""""
421,?,""""""
422,Mending,""""""
422,Up,""""""
422,Terus,""""""
422,Sih,""""""
422,Min,""""""
422,Permasalahan,""""""
422,Ojol,""""""
422,Ini,""""""
422,.,""""""
422,Kayaknya,""""""
422,Argonya,""""""
422,Udah,""""""
422,Gak,""""""
422,Memanusiakan,""""""
422,Manusia,""""""
422,Lagi,""""""
422,.,""""""
423,Sama,""""""
423,Kak,""""""
423,",",""""""
423,Aku,""""""
423,Malah,""""""
423,Pake,""""""
423,Instant,""""""
423,Sampe,""""""
423,Hari,""""""
423,Ini,""""""
423,Blm,""""""
423,Kekirim,""""""
423,.,""""""
423,Aturan,""""""
423,Pesanan,""""""
423,Auto,""""""
423,Cancel,""""""
423,Tanggal,""""""
423,7,""""""
423,",",""""""
423,Malah,""""""
423,Diperpanjang,""""""
423,Sampe,""""""
423,Tanggal,""""""
423,11,""""""
423,.,""""""
423,Udah,""""""
423,Hubungi,""""""
423,Cs,""""""
423,Malah,""""""
423,Disuruh,""""""
423,Nunggu,""""""
423,.,""""""
423,Emang,""""""
423,Bener²,""""""
423,Deh,""""""
423,😌,""""""
423,😌,""""""
423,😌,""""""
424,Wow,""""""
424,Halo,""""""
425,Sameday,""""""
425,Dari,""""""
425,Tanggal,""""""
425,4,""""""
425,Belum,""""""
425,Ada,""""""
425,Yang,""""""
425,Pickup,""""""
425,Sampe,""""""
425,Sekarang,""""""
425,.,""""""
425,Sameday,""""""
425,Iya,""""""
425,Sameday,""""""
426,Dear,""""""
426,For,""""""
426,Your,""""""
426,Concern,""""""
426,.,""""""
427,Thx,""""""
427,Udah,""""""
427,Bang,""""""
427,Udah,""""""
427,Mention,""""""
427,Mereka,""""""
427,🤧,""""""
428,Cc,""""""
428,:,""""""
429,Dear,""""""
429,For,""""""
429,Your,""""""
429,Concern,""""""
430,Kok,""""""
430,Bisa,""""""
430,?,""""""
431,Halo,""""""
431,Sahabat,""""""
431,",",""""""
431,Terima,""""""
431,Kasih,""""""
431,Sdh,""""""
431,Menghubungi,""""""
431,Bank,""""""
431,Mandiri,""""""
431,.,""""""
431,Mohon,""""""
431,Menunggu,""""""
431,",",""""""
431,Kami,""""""
431,Akan,""""""
431,Segera,""""""
431,Membalas,""""""
431,.,""""""
431,Utk,""""""
431,Keamanan,""""""
431,",",""""""
431,Pastikan,""""""
431,Tdk,""""""
431,Memberikan,""""""
431,Pin,""""""
431,",",""""""
431,Cvv,""""""
431,",",""""""
431,Password,""""""
431,Atau,""""""
431,Otp,""""""
431,.,""""""
431,Info,""""""
431,Lbh,""""""
431,Lanjut,""""""
431,Hub,""""""
431,Wa,""""""
431,Kami,""""""
431,(,""""""
431,Centang,""""""
431,Hijau,""""""
431,),""""""
431,Di,""""""
431,No,""""""
431,08118414000,""""""
431,.,""""""
432,Hai,""""""
432,Sahabat,""""""
432,",",""""""
432,Terima,""""""
432,Kasih,""""""
432,Sdh,""""""
432,Menghubungi,""""""
432,Bank,""""""
432,Mandiri,""""""
432,.,""""""
432,Kami,""""""
432,Akan,""""""
432,Segera,""""""
432,Membalas,""""""
432,",",""""""
432,Mohon,""""""
432,Menunggu,""""""
432,.,""""""
432,Akun,""""""
432,Resmi,""""""
432,Kami,""""""
432,Dgn,""""""
432,Centang,""""""
432,Emas,""""""
432,(,""""""
432,Verified,""""""
432,),""""""
432,.,""""""
432,Selalu,""""""
432,Jaga,""""""
432,Data,""""""
432,Pribadi,""""""
432,.,""""""
432,Whatsapp,""""""
432,Resmi,""""""
432,Kami,""""""
432,(,""""""
432,Centang,""""""
432,Hijau,""""""
432,),""""""
432,Di,""""""
432,No,""""""
432,08118414000,""""""
432,.,""""""
433,Halo,""""""
433,Sahabat,""""""
433,",",""""""
433,Terima,""""""
433,Kasih,""""""
433,Sdh,""""""
433,Menghubungi,""""""
433,Bank,""""""
433,Mandiri,""""""
433,.,""""""
433,Kami,""""""
433,Akan,""""""
433,Segera,""""""
433,Membalas,""""""
433,",",""""""
433,Mohon,""""""
433,Menunggu,""""""
433,.,""""""
433,Utk,""""""
433,Keamanan,""""""
433,",",""""""
433,Pastikan,""""""
433,Tdk,""""""
