Sentence_ID,Token string,Token kind,Contextual features,Morphological features,Part-of-speech features,Type of Named Entity
401,",",OPUNC,,,,""""""
401,terima,WORD,,LowerCase,OOV,""""""
401,kasih,WORD,,LowerCase,OOV,""""""
401,🙏,PUNC,,,OOV,""""""
402,isi,WORD,,LowerCase,OOV,""""""
402,flazz,WORD,,LowerCase,OOV,""""""
402,bca,WORD,,LowerCase,OOV,""""""
402,di,WORD,,LowerCase,PREP,""""""
402,tokped,WORD,,LowerCase,OOV,""""""
402,kok,WORD,,LowerCase,OOV,""""""
402,pending,WORD,,LowerCase,OOV,""""""
402,lama,WORD,,LowerCase,OOV,""""""
402,bgt,WORD,,LowerCase,OOV,""""""
402,pdhl,WORD,,LowerCase,OOV,""""""
402,transaksi,WORD,,LowerCase,OOV,""""""
402,berhasil,WORD,,LowerCase,OOV,""""""
402,😩,PUNC,,,OOV,""""""
403,Kakak,WORD,,"TitleCase, CapStart",OOV,""""""
403,",",OPUNC,,,,""""""
403,terkait,WORD,,LowerCase,OOV,""""""
403,perihal,WORD,,LowerCase,OOV,""""""
403,tersebut,WORD,,LowerCase,OOV,""""""
403,dapat,WORD,,LowerCase,OOV,""""""
403,konfirmasi,WORD,,LowerCase,OOV,""""""
403,kepada,WORD,,LowerCase,OOV,""""""
403,tempat,WORD,,LowerCase,OOV,""""""
403,pembelian,WORD,,LowerCase,OOV,""""""
403,atau,WORD,,LowerCase,OOV,""""""
403,pihak,WORD,,LowerCase,OOV,""""""
403,yang,WORD,,LowerCase,OOV,""""""
403,menyediakan,WORD,,LowerCase,OOV,""""""
403,jasa,WORD,,LowerCase,OOV,""""""
403,pembeliannya,WORD,,LowerCase,OOV,""""""
403,ya,WORD,,LowerCase,OOV,""""""
403,.,EPUNC,,,,""""""
403,Untuk,WORD,,"TitleCase, CapStart",OOV,""""""
403,selanjutkan,WORD,,LowerCase,OOV,""""""
403,admin,WORD,OPOS,LowerCase,OOV,""""""
403,sarankan,WORD,,LowerCase,OOV,""""""
403,agar,WORD,,LowerCase,OOV,""""""
403,lebih,WORD,,LowerCase,OOV,""""""
403,berhati,WORD,,LowerCase,OOV,""""""
403,-,SPUNC,,,,""""""
403,hati,WORD,,LowerCase,OOV,""""""
403,dalam,WORD,,LowerCase,OOV,""""""
403,melakukan,WORD,,LowerCase,OOV,""""""
403,transaksi,WORD,,LowerCase,OOV,""""""
403,.,EPUNC,,,,""""""
403,Agar,WORD,,"TitleCase, CapStart",OOV,""""""
403,semua,WORD,,LowerCase,OOV,""""""
403,makin,WORD,,LowerCase,OOV,""""""
403,mudah,WORD,,LowerCase,OOV,""""""
403,",",OPUNC,,,,""""""
403,ayo,WORD,,LowerCase,OOV,""""""
403,download,WORD,,LowerCase,OOV,""""""
403,aplikasi,WORD,,LowerCase,OOV,""""""
403,New,WORD,,"TitleCase, CapStart",OOV,""""""
403,PLN,WORD,,"UpperCase, CapStart",OOV,""""""
404,Hai,WORD,,"TitleCase, CapStart",OOV,""""""
404,Kak,WORD,,"TitleCase, CapStart",NOUN,""""""
404,",",OPUNC,,,,""""""
404,admin,WORD,OPOS,LowerCase,OOV,""""""
404,siap,WORD,,LowerCase,OOV,""""""
404,melayani,WORD,,LowerCase,OOV,""""""
404,sepenuh,WORD,,LowerCase,OOV,""""""
404,hati,WORD,,LowerCase,OOV,""""""
404,.,EPUNC,,,,""""""
404,Terkait,WORD,,"TitleCase, CapStart",OOV,""""""
404,perihal,WORD,,LowerCase,OOV,""""""
404,tersebut,WORD,,LowerCase,OOV,""""""
404,Kakak,WORD,,"TitleCase, CapStart",OOV,""""""
404,dapat,WORD,,LowerCase,OOV,""""""
404,menghubungi,WORD,,LowerCase,OOV,""""""
404,pihak,WORD,,LowerCase,OOV,""""""
404,tempat,WORD,,LowerCase,OOV,""""""
404,pembeliannya,WORD,,LowerCase,OOV,""""""
404,ya,WORD,,LowerCase,OOV,""""""
404,.,EPUNC,,,,""""""
404,Agar,WORD,,"TitleCase, CapStart",OOV,""""""
404,semua,WORD,,LowerCase,OOV,""""""
404,makin,WORD,,LowerCase,OOV,""""""
404,mudah,WORD,,LowerCase,OOV,""""""
404,",",OPUNC,,,,""""""
404,ayo,WORD,,LowerCase,OOV,""""""
404,download,WORD,,LowerCase,OOV,""""""
404,aplikasi,WORD,,LowerCase,OOV,""""""
404,New,WORD,,"TitleCase, CapStart",OOV,""""""
404,PLN,WORD,,"UpperCase, CapStart",OOV,""""""
404,Mobile,WORD,,"TitleCase, CapStart",OOV,""""""
404,.,EPUNC,,,,""""""
404,Sehat,WORD,,"TitleCase, CapStart",OOV,""""""
404,selalu,WORD,,LowerCase,OOV,""""""
404,.,EPUNC,,,,""""""
404,Thanks,WORD,,"TitleCase, CapStart",OOV,""""""
404,-,SPUNC,,,,""""""
404,Novi,WORD,,"TitleCase, CapStart",OOV,""""""
405,Untuk,WORD,,"TitleCase, CapStart",OOV,""""""
405,informasinya,WORD,,LowerCase,OOV,""""""
405,sudah,WORD,,LowerCase,OOV,""""""
405,kami,WORD,,LowerCase,OOV,""""""
405,sampaikan,WORD,,LowerCase,OOV,""""""
405,via,WORD,,LowerCase,OOV,""""""
405,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
405,kak,WORD,,LowerCase,NOUN,""""""
405,",",OPUNC,,,,""""""
405,mohon,WORD,,LowerCase,OOV,""""""
405,dicek,WORD,,LowerCase,OOV,""""""
405,ya,WORD,,LowerCase,OOV,""""""
405,:,PUNC,,,,""""""
405,),SPUNC,,,,""""""
405,Thanks,WORD,,"TitleCase, CapStart",OOV,""""""
405,^,PUNC,,,,""""""
405,Clava,WORD,,"TitleCase, CapStart",OOV,""""""
406,Hai,WORD,,"TitleCase, CapStart",OOV,""""""
406,kak,WORD,,LowerCase,NOUN,""""""
406,Aliefatin,WORD,,"TitleCase, CapStart",OOV,""""""
406,",",OPUNC,,,,""""""
406,mohon,WORD,,LowerCase,OOV,""""""
406,maaf,WORD,,LowerCase,OOV,""""""
406,perihal,WORD,,LowerCase,OOV,""""""
406,tsb,WORD,,LowerCase,OOV,""""""
406,dapat,WORD,,LowerCase,OOV,""""""
406,diinfokan,WORD,,LowerCase,OOV,""""""
406,nomor,WORD,,LowerCase,OOV,""""""
406,resinya,WORD,,LowerCase,OOV,""""""
406,via,WORD,,LowerCase,OOV,""""""
406,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
406,agar,WORD,,LowerCase,OOV,""""""
406,dapat,WORD,,LowerCase,OOV,""""""
406,kami,WORD,,LowerCase,OOV,""""""
406,cek,WORD,,LowerCase,OOV,""""""
406,lebih,WORD,,LowerCase,OOV,""""""
406,lanjut,WORD,,LowerCase,OOV,""""""
406,?,EPUNC,,,,""""""
406,Thanks,WORD,,"TitleCase, CapStart",OOV,""""""
406,^,PUNC,,,,""""""
406,Cece,WORD,,"TitleCase, CapStart",OOV,""""""
407,Untuk,WORD,,"TitleCase, CapStart",OOV,""""""
407,DMnya,WORD,,,OOV,""""""
407,memang,WORD,,LowerCase,OOV,""""""
407,sudah,WORD,,LowerCase,OOV,""""""
407,rekan,WORD,,LowerCase,OOV,""""""
407,Aan,WORD,,"TitleCase, CapStart",OOV,""""""
407,respon,WORD,,LowerCase,OOV,""""""
407,",",OPUNC,,,,""""""
407,mohon,WORD,,LowerCase,OOV,""""""
407,dicek,WORD,,LowerCase,OOV,""""""
407,ya,WORD,,LowerCase,OOV,""""""
407,kak,WORD,,LowerCase,NOUN,""""""
407,.,EPUNC,,,,""""""
407,Trims,WORD,,"TitleCase, CapStart",OOV,""""""
407,^,PUNC,,,,""""""
407,Atta,WORD,,"TitleCase, CapStart",OOV,""""""
408,Hai,WORD,,"TitleCase, CapStart",OOV,""""""
408,kak,WORD,,LowerCase,NOUN,""""""
408,.,EPUNC,,,,""""""
408,Mika,WORD,,"TitleCase, CapStart",OOV,""""""
408,cek,WORD,,LowerCase,OOV,""""""
408,untuk,WORD,,LowerCase,OOV,""""""
408,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
408,nya,WORD,,LowerCase,PRON,""""""
408,sudah,WORD,,LowerCase,OOV,""""""
408,direspon,WORD,,LowerCase,OOV,""""""
408,rekan,WORD,,LowerCase,OOV,""""""
408,Aan,WORD,,"TitleCase, CapStart",OOV,""""""
408,kak,WORD,,LowerCase,NOUN,""""""
408,.,EPUNC,,,,""""""
408,Mohon,WORD,,"TitleCase, CapStart",OOV,""""""
408,dapat,WORD,,LowerCase,OOV,""""""
408,di,WORD,,LowerCase,PREP,""""""
408,cek,WORD,,LowerCase,OOV,""""""
408,kembali,WORD,,LowerCase,OOV,""""""
408,ya,WORD,,LowerCase,OOV,""""""
408,.,EPUNC,,,,""""""
408,Thanks,WORD,,"TitleCase, CapStart",OOV,""""""
408,^,PUNC,,,,""""""
408,Mika,WORD,,"TitleCase, CapStart",OOV,""""""
409,ga,WORD,,LowerCase,ADV,""""""
409,jelas,WORD,,LowerCase,OOV,""""""
409,bgt,WORD,,LowerCase,OOV,""""""
409,dongo,WORD,,LowerCase,OOV,""""""
409,",",OPUNC,,,,""""""
409,3,NUM,,Digit,,""""""
409,hari,WORD,,LowerCase,NOUN,""""""
409,jawabannya,WORD,,LowerCase,OOV,""""""
409,cuma,WORD,,LowerCase,OOV,""""""
409,investigasi,WORD,,LowerCase,OOV,""""""
409,.,EPUNC,,,,""""""
409,dikira,WORD,,LowerCase,OOV,""""""
409,org,WORD,,LowerCase,OOV,""""""
409,ga,WORD,,LowerCase,ADV,""""""
409,butuh,WORD,,LowerCase,OOV,""""""
409,duit,WORD,,LowerCase,OOV,""""""
409,kali,WORD,,LowerCase,OOV,""""""
409,ya,WORD,,LowerCase,OOV,""""""
409,?,EPUNC,,,,""""""
410,Halo,WORD,,"TitleCase, CapStart",OOV,""""""
410,Sahabat,WORD,,"TitleCase, CapStart",OOV,""""""
410,fikri_kautsar,PUNC,,,,""""""
410,",",OPUNC,,,,""""""
410,mohon,WORD,,LowerCase,OOV,""""""
410,maaf,WORD,,LowerCase,OOV,""""""
410,atas,WORD,,LowerCase,OOV,""""""
410,ketidaknyamanannya,WORD,,LowerCase,OOV,""""""
410,.,EPUNC,,,,""""""
410,Kami,WORD,,"TitleCase, CapStart",OOV,""""""
410,informasikan,WORD,,LowerCase,OOV,""""""
410,penyesuaian,WORD,,LowerCase,OOV,""""""
410,biaya,WORD,,LowerCase,OOV,""""""
410,ini,WORD,,LowerCase,OOV,""""""
410,merupakan,WORD,,LowerCase,OOV,""""""
410,bagian,WORD,,LowerCase,OOV,""""""
410,dari,WORD,,LowerCase,PREP,""""""
410,komitmen,WORD,,LowerCase,OOV,""""""
410,Bank,WORD,,"TitleCase, CapStart",OOV,""""""
410,Mandiri,WORD,,"TitleCase, CapStart",OOV,""""""
410,untuk,WORD,,LowerCase,OOV,""""""
410,terus,WORD,,LowerCase,OOV,""""""
410,meningkatkan,WORD,,LowerCase,OOV,""""""
410,kualitas,WORD,,LowerCase,OOV,""""""
410,layanan,WORD,,LowerCase,OOV,""""""
410,digital,WORD,,LowerCase,OOV,""""""
410,yang,WORD,,LowerCase,OOV,""""""
410,andal,WORD,,LowerCase,OOV,""""""
410,",",OPUNC,,,,""""""
410,cepat,WORD,,LowerCase,OOV,""""""
410,",",OPUNC,,,,""""""
410,dan,WORD,,LowerCase,OOV,""""""
410,nyaman,WORD,,LowerCase,OOV,""""""
410,.,EPUNC,,,,""""""
410,Langkah,WORD,,"TitleCase, CapStart",OOV,""""""
410,ini,WORD,,LowerCase,OOV,""""""
410,juga,WORD,,LowerCase,ADV,""""""
410,bertujuan,WORD,,LowerCase,OOV,""""""
411,SIap,WORD,,,OOV,""""""
411,kaka,WORD,,LowerCase,OOV,""""""
411,.,EPUNC,,,,""""""
411,Lanjut,WORD,,"TitleCase, CapStart",OOV,""""""
411,di,WORD,,LowerCase,PREP,""""""
411,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
411,ya,WORD,,LowerCase,OOV,""""""
411,.,EPUNC,,,,""""""
411,Terima,WORD,,"TitleCase, CapStart",OOV,""""""
411,kasih,WORD,,LowerCase,OOV,""""""
411,-,SPUNC,,,,""""""
411,Hafiza,WORD,,"TitleCase, CapStart",OOV,""""""
412,Hai,WORD,,"TitleCase, CapStart",OOV,""""""
412,teman,WORD,,LowerCase,OOV,""""""
412,SMARTFREN,WORD,,"UpperCase, CapStart",OOV,""""""
412,maaf,WORD,,LowerCase,OOV,""""""
412,atas,WORD,,LowerCase,OOV,""""""
412,kendalanya,WORD,,LowerCase,OOV,""""""
412,ya,WORD,,LowerCase,OOV,""""""
412,kaka,WORD,,LowerCase,OOV,""""""
412,",",OPUNC,,,,""""""
412,agar,WORD,,LowerCase,OOV,""""""
412,kendalanya,WORD,,LowerCase,OOV,""""""
412,bisa,WORD,,LowerCase,OOV,""""""
412,dibnatu,WORD,,LowerCase,OOV,""""""
412,cek,WORD,,LowerCase,OOV,""""""
412,kaka,WORD,,LowerCase,OOV,""""""
412,bisa,WORD,,LowerCase,OOV,""""""
412,infokan,WORD,,LowerCase,OOV,""""""
412,nomornya,WORD,,LowerCase,OOV,""""""
412,ke,WORD,,LowerCase,OOV,""""""
412,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
412,yuk,WORD,,LowerCase,OOV,""""""
412,.,EPUNC,,,,""""""
412,Terima,WORD,,"TitleCase, CapStart",OOV,""""""
412,kasih,WORD,,LowerCase,OOV,""""""
412,-,SPUNC,,,,""""""
412,Hafiza,WORD,,"TitleCase, CapStart",OOV,""""""
413,UP,WORD,,"UpperCase, CapStart",OOV,""""""
413,!,EPUNC,,,,""""""
413,aku,WORD,,LowerCase,OOV,""""""
413,baru,WORD,,LowerCase,OOV,""""""
413,aja,WORD,,LowerCase,OOV,""""""
413,kena,WORD,,LowerCase,OOV,""""""
413,tipu,WORD,,LowerCase,OOV,""""""
413,hal,WORD,,LowerCase,OOV,""""""
413,seperti,WORD,,LowerCase,OOV,""""""
413,ini,WORD,,LowerCase,OOV,""""""
413,yng,WORD,,LowerCase,OOV,""""""
413,ternyata,WORD,,LowerCase,OOV,""""""
413,bulan,WORD,,LowerCase,OOV,""""""
413,lalu,WORD,,LowerCase,OOV,""""""
413,udh,WORD,,LowerCase,OOV,""""""
413,banyak,WORD,,LowerCase,OOV,""""""
413,korban,WORD,,LowerCase,OOV,""""""
413,.,EPUNC,,,,""""""
413,tp,WORD,,LowerCase,OOV,""""""
413,aku,WORD,,LowerCase,OOV,""""""
413,tahu,WORD,,LowerCase,OOV,""""""
413,&,PUNC,,,,""""""
413,amp,WORD,,LowerCase,OOV,""""""
413,;,PUNC,,,,""""""
413,ada,WORD,,LowerCase,VERB,""""""
413,notifikasi,WORD,,LowerCase,OOV,""""""
413,seakan,WORD,,LowerCase,OOV,""""""
413,aku,WORD,,LowerCase,OOV,""""""
413,melakukan,WORD,,LowerCase,OOV,""""""
413,pembayaran,WORD,,LowerCase,OOV,""""""
413,ke,WORD,,LowerCase,OOV,""""""
413,tokped,WORD,,LowerCase,OOV,""""""
413,pakai,WORD,,LowerCase,OOV,""""""
413,gopaylater,WORD,,LowerCase,OOV,""""""
413,",",OPUNC,,,,""""""
413,awal,WORD,,LowerCase,OOV,""""""
413,mulanya,WORD,,LowerCase,OOV,""""""
413,dia,WORD,,LowerCase,OOV,""""""
413,ada,WORD,,LowerCase,VERB,""""""
413,pembelian,WORD,,LowerCase,OOV,""""""
413,token,WORD,,LowerCase,OOV,""""""
413,listrik,WORD,,LowerCase,OOV,""""""
413,nominal,WORD,,LowerCase,OOV,""""""
413,yang,WORD,,LowerCase,OOV,""""""
413,sama,WORD,,LowerCase,OOV,""""""
413,sampai,WORD,,LowerCase,PREP,""""""
413,3x,WORD,,"LowerCase, CharDigit",OOV,""""""
414,kak,WORD,,LowerCase,NOUN,""""""
414,aku,WORD,,LowerCase,OOV,""""""
414,baru,WORD,,LowerCase,OOV,""""""
414,aja,WORD,,LowerCase,OOV,""""""
414,kena,WORD,,LowerCase,OOV,""""""
414,tipu,WORD,,LowerCase,OOV,""""""
414,ini,WORD,,LowerCase,OOV,""""""
414,",",OPUNC,,,,""""""
414,gada,WORD,,LowerCase,OOV,""""""
414,permintaan,WORD,,LowerCase,OOV,""""""
414,kode,WORD,,LowerCase,OOV,""""""
414,otp,WORD,,LowerCase,OOV,""""""
414,apapun,WORD,,LowerCase,OOV,""""""
414,dia,WORD,,LowerCase,OOV,""""""
414,lgsg,WORD,,LowerCase,OOV,""""""
414,beli,WORD,,LowerCase,OOV,""""""
414,token,WORD,,LowerCase,OOV,""""""
414,listrik,WORD,,LowerCase,OOV,""""""
414,seharga,WORD,,LowerCase,OOV,""""""
414,1,NUM,,Digit,,""""""
414,jt,WORD,,LowerCase,OOV,""""""
414,lewat,WORD,,LowerCase,OOV,""""""
414,tokped,WORD,,LowerCase,OOV,""""""
415,Hai,WORD,,"TitleCase, CapStart",OOV,""""""
415,kak,WORD,,LowerCase,NOUN,""""""
415,lidiums,WORD,,LowerCase,OOV,""""""
415,",",OPUNC,,,,""""""
415,maaf,WORD,,LowerCase,OOV,""""""
415,ya,WORD,,LowerCase,OOV,""""""
415,udah,WORD,,LowerCase,ADV,""""""
415,bikin,WORD,,LowerCase,OOV,""""""
415,kakak,WORD,,LowerCase,OOV,""""""
415,tidak,WORD,,LowerCase,OOV,""""""
415,puas,WORD,,LowerCase,OOV,""""""
415,dalam,WORD,,LowerCase,OOV,""""""
415,menggunakan,WORD,,LowerCase,OOV,""""""
415,aplikasi,WORD,,LowerCase,OOV,""""""
415,Shopee,WORD,,"TitleCase, CapStart",NOUN,""""""
415,.,EPUNC,,,,""""""
415,Agar,WORD,,"TitleCase, CapStart",OOV,""""""
415,aku,WORD,,LowerCase,OOV,""""""
415,bisa,WORD,,LowerCase,OOV,""""""
415,bantu,WORD,,LowerCase,OOV,""""""
415,memaksimalkan,WORD,,LowerCase,OOV,""""""
415,penggunaan,WORD,,LowerCase,OOV,""""""
415,Shopee,WORD,,"TitleCase, CapStart",NOUN,""""""
415,yuk,WORD,,LowerCase,OOV,""""""
415,infoin,WORD,,LowerCase,OOV,""""""
415,kendala,WORD,,LowerCase,OOV,""""""
415,kakak,WORD,,LowerCase,OOV,""""""
415,melalui,WORD,,LowerCase,OOV,""""""
415,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
415,ke,WORD,,LowerCase,OOV,""""""
415,Twitter,WORD,,"TitleCase, CapStart",OOV,""""""
415,social,WORD,,LowerCase,OOV,""""""
415,media,WORD,,LowerCase,OOV,""""""
415,di,WORD,,LowerCase,PREP,""""""
415,/,SPUNC,,,,""""""
415,.,EPUNC,,,,""""""
415,Terima,WORD,,"TitleCase, CapStart",OOV,""""""
415,kasih,WORD,,LowerCase,OOV,""""""
415,^,PUNC,,,,""""""
415,AG,WORD,,"UpperCase, CapStart",OOV,""""""
416,Hai,WORD,,"TitleCase, CapStart",OOV,""""""
416,kak,WORD,,LowerCase,NOUN,""""""
416,",",OPUNC,,,,""""""
416,mohon,WORD,,LowerCase,OOV,""""""
416,maaf,WORD,,LowerCase,OOV,""""""
416,atas,WORD,,LowerCase,OOV,""""""
416,ketidaknyamanannya,WORD,,LowerCase,OOV,""""""
416,.,EPUNC,,,,""""""
416,Untuk,WORD,,"TitleCase, CapStart",OOV,""""""
416,informasinya,WORD,,LowerCase,OOV,""""""
416,kami,WORD,,LowerCase,OOV,""""""
416,sudah,WORD,,LowerCase,OOV,""""""
416,sampaikan,WORD,,LowerCase,OOV,""""""
416,via,WORD,,LowerCase,OOV,""""""
416,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
416,ya,WORD,,LowerCase,OOV,""""""
416,.,EPUNC,,,,""""""
416,Tks,WORD,,"TitleCase, CapStart",OOV,""""""
416,Deni,WORD,,"TitleCase, CapStart",OOV,""""""
417,Halo,WORD,,"TitleCase, CapStart",OOV,""""""
417,kak,WORD,,LowerCase,NOUN,""""""
417,",",OPUNC,,,,""""""
417,maaf,WORD,,LowerCase,OOV,""""""
417,jika,WORD,,LowerCase,OOV,""""""
417,kirimannya,WORD,,LowerCase,OOV,""""""
417,masih,WORD,,LowerCase,OOV,""""""
417,belum,WORD,,LowerCase,ADV,""""""
417,diterima,WORD,,LowerCase,OOV,""""""
417,maka,WORD,,LowerCase,OOV,""""""
417,akan,WORD,,LowerCase,OOV,""""""
417,kami,WORD,,LowerCase,OOV,""""""
417,sampaikan,WORD,,LowerCase,OOV,""""""
417,ke,WORD,,LowerCase,OOV,""""""
417,tim,WORD,,LowerCase,OOV,""""""
417,kami,WORD,,LowerCase,OOV,""""""
417,agar,WORD,,LowerCase,OOV,""""""
417,segera,WORD,,LowerCase,OOV,""""""
417,diproses,WORD,,LowerCase,OOV,""""""
417,.,EPUNC,,,,""""""
417,Mohon,WORD,,"TitleCase, CapStart",OOV,""""""
417,info,WORD,,LowerCase,OOV,""""""
417,nomor,WORD,,LowerCase,OOV,""""""
417,resinya,WORD,,LowerCase,OOV,""""""
417,via,WORD,,LowerCase,OOV,""""""
417,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
417,ya,WORD,,LowerCase,OOV,""""""
417,.,EPUNC,,,,""""""
417,Thx,WORD,,"TitleCase, CapStart",OOV,""""""
417,^,PUNC,,,,""""""
417,Irwan,WORD,,"TitleCase, CapStart",OOV,""""""
418,Hai,WORD,,"TitleCase, CapStart",OOV,""""""
418,kak,WORD,,LowerCase,NOUN,""""""
418,Nafa,WORD,,"TitleCase, CapStart",OOV,""""""
418,",",OPUNC,,,,""""""
418,mohon,WORD,,LowerCase,OOV,""""""
418,maaf,WORD,,LowerCase,OOV,""""""
418,atas,WORD,,LowerCase,OOV,""""""
418,kejadian,WORD,,LowerCase,OOV,""""""
418,yg,WORD,,LowerCase,OOV,""""""
418,dialami,WORD,,LowerCase,OOV,""""""
418,.,EPUNC,,,,""""""
418,Perihal,WORD,,"TitleCase, CapStart",OOV,""""""
418,tsb,WORD,,LowerCase,OOV,""""""
418,sdh,WORD,,LowerCase,OOV,""""""
418,disampaikan,WORD,,LowerCase,OOV,""""""
418,via,WORD,,LowerCase,OOV,""""""
418,DM,WORD,,"UpperCase, CapStart",NOUN,""""""
418,ya,WORD,,LowerCase,OOV,""""""
418,.,EPUNC,,,,""""""
418,Thanks,WORD,,"TitleCase, CapStart",OOV,""""""
418,Aily,WORD,,"TitleCase, CapStart",OOV,""""""
419,Percobaan,WORD,,"TitleCase, CapStart",OOV,""""""
419,penipuan,WORD,,LowerCase,OOV,""""""
419,nih,WORD,,LowerCase,OOV,""""""
419,.,EPUNC,,,,""""""
419,Foto,WORD,,"TitleCase, CapStart",OOV,""""""
419,terakhir,WORD,,LowerCase,OOV,""""""
419,dikasih,WORD,,LowerCase,OOV,""""""
419,link,WORD,,LowerCase,OOV,""""""
419,aneh,WORD,,LowerCase,OOV,""""""
419,.,EPUNC,,,,""""""
419,Tapi,WORD,,"TitleCase, CapStart",OOV,""""""
419,kok,WORD,,LowerCase,OOV,""""""
419,bisa,WORD,,LowerCase,OOV,""""""
419,tau,WORD,,LowerCase,OOV,""""""
419,nomor,WORD,,LowerCase,OOV,""""""
419,resi,WORD,,LowerCase,OOV,""""""
419,",",OPUNC,,,,""""""
419,apakah,WORD,,LowerCase,OOV,""""""
419,pelakunya,WORD,,LowerCase,OOV,""""""
419,ordal,WORD,,LowerCase,OOV,""""""
419,?,EPUNC,,,,""""""
419,Mohon,WORD,,"TitleCase, CapStart",OOV,""""""
419,ditindak,WORD,,LowerCase,OOV,""""""
419,lanjuti,WORD,,LowerCase,OOV,""""""
420,Tuh,WORD,,"TitleCase, CapStart",OOV,""""""
420,potongan,WORD,,LowerCase,OOV,""""""
420,toped,WORD,,LowerCase,OOV,""""""
420,tiktokshop,WORD,,LowerCase,OOV,""""""
420,20,NUM,,Digit,,""""""
420,%,PUNC,,,,""""""
420,+,PUNC,,,,""""""
420,Rp1,WORD,,"TitleCase, CapStart, CharDigit",OOV,""""""
420,.,EPUNC,,,,""""""
420,250,NUM,,Digit,,""""""
421,Jadi,WORD,,"TitleCase, CapStart",OOV,""""""
421,konsep,WORD,,LowerCase,OOV,""""""
421,‘,PUNC,,,OOV,""""""
421,mitra,WORD,,LowerCase,OOV,""""""
421,’,PUNC,,,OOV,""""""
421,itu,WORD,,LowerCase,OOV,""""""
421,apa,WORD,,LowerCase,OOV,""""""
421,sih,WORD,,LowerCase,OOV,""""""
421,sebenarnya,WORD,,LowerCase,OOV,""""""
421,?,EPUNC,,,,""""""
422,Mending,WORD,,"TitleCase, CapStart",OOV,""""""
422,up,WORD,,LowerCase,OOV,""""""
422,terus,WORD,,LowerCase,OOV,""""""
422,sih,WORD,,LowerCase,OOV,""""""
422,min,WORD,OPOS,LowerCase,OOV,""""""
422,permasalahan,WORD,,LowerCase,OOV,""""""
422,ojol,WORD,,LowerCase,OOV,""""""
422,ini,WORD,,LowerCase,OOV,""""""
422,.,EPUNC,,,,""""""
422,Kayaknya,WORD,,"TitleCase, CapStart",OOV,""""""
422,argonya,WORD,,LowerCase,OOV,""""""
422,udah,WORD,,LowerCase,ADV,""""""
422,gak,WORD,,LowerCase,OOV,""""""
422,memanusiakan,WORD,,LowerCase,OOV,""""""
422,manusia,WORD,,LowerCase,OOV,""""""
422,lagi,WORD,,LowerCase,OOV,""""""
422,.,EPUNC,,,,""""""
423,Sama,WORD,,"TitleCase, CapStart",OOV,""""""
423,kak,WORD,,LowerCase,NOUN,""""""
423,",",OPUNC,,,,""""""
423,aku,WORD,,LowerCase,OOV,""""""
423,malah,WORD,,LowerCase,OOV,""""""
423,pake,WORD,,LowerCase,VERB,""""""
423,instant,WORD,,LowerCase,OOV,""""""
423,sampe,WORD,,LowerCase,OOV,""""""
423,hari,WORD,,LowerCase,NOUN,""""""
423,ini,WORD,,LowerCase,OOV,""""""
423,blm,WORD,,LowerCase,OOV,""""""
423,kekirim,WORD,,LowerCase,OOV,""""""
423,.,EPUNC,,,,""""""
423,Aturan,WORD,,"TitleCase, CapStart",OOV,""""""
423,pesanan,WORD,,LowerCase,OOV,""""""
423,auto,WORD,,LowerCase,OOV,""""""
423,cancel,WORD,,LowerCase,OOV,""""""
423,tanggal,WORD,,LowerCase,OOV,""""""
423,7,NUM,,Digit,,""""""
423,",",OPUNC,,,,""""""
423,malah,WORD,,LowerCase,OOV,""""""
423,diperpanjang,WORD,,LowerCase,OOV,""""""
423,sampe,WORD,,LowerCase,OOV,""""""
423,tanggal,WORD,,LowerCase,OOV,""""""
423,11,NUM,,Digit,,""""""
423,.,EPUNC,,,,""""""
423,Udah,WORD,,"TitleCase, CapStart",ADV,""""""
423,hubungi,WORD,,LowerCase,OOV,""""""
423,CS,WORD,OPOS,"UpperCase, CapStart",OOV,""""""
423,malah,WORD,,LowerCase,OOV,""""""
423,disuruh,WORD,,LowerCase,OOV,""""""
423,nunggu,WORD,,LowerCase,OOV,""""""
423,.,EPUNC,,,,""""""
423,Emang,WORD,,"TitleCase, CapStart",OOV,""""""
423,bener²,WORD,,"LowerCase, CharDigit",OOV,""""""
423,deh,WORD,,LowerCase,OOV,""""""
423,😌,PUNC,,,OOV,""""""
423,😌,PUNC,,,OOV,""""""
423,😌,PUNC,,,OOV,""""""
424,WOW,WORD,,"UpperCase, CapStart",OOV,""""""
424,HALO,WORD,,"UpperCase, CapStart",OOV,""""""
425,SAMEDAY,WORD,,"UpperCase, CapStart",OOV,""""""
425,DARI,WORD,,"UpperCase, CapStart",PREP,""""""
425,TANGGAL,WORD,,"UpperCase, CapStart",OOV,""""""
425,4,NUM,,Digit,,""""""
425,BELUM,WORD,,"UpperCase, CapStart",ADV,""""""
425,ADA,WORD,,"UpperCase, CapStart",VERB,""""""
